p,times1,team_times1,won1,team_won1,last,max_times12,mean
191,1500,1273,929,877,2007-12-10 10:54:35,178,32.622478554
202,1500,436,808,314,2007-12-14 01:49:46,196,30.259606257
307,1500,379,358,134,2009-03-12 20:53:56,24,29.1469616339
385,1500,436,490,233,2007-08-26 18:51:53,51,30.0093844981
470,1500,823,820,525,2007-12-02 23:49:44,356,31.0283434971
473,1500,876,660,505,2009-04-08 11:00:40,182,31.3662227799
500,1500,179,633,77,2008-03-02 20:52:19,5,30.1077595805
504,1500,555,518,345,2007-05-18 19:42:44,520,29.8162519761
616,1500,79,606,37,2008-03-14 23:16:31,10,32.1061356203
630,1500,357,472,179,2006-12-14 07:22:48,39,29.1211565153
698,1500,234,572,160,2006-12-01 18:09:39,83,31.6648819055
702,1500,844,816,624,2007-08-17 15:59:54,128,33.5726240685
719,1500,22,613,13,2009-06-15 20:16:19,7,31.5220881698
966,1500,10,638,4,2008-04-11 02:44:24,3,31.9566891481
1173,1500,115,432,55,2007-12-07 23:01:55,16,29.9536322666
1787,1500,450,698,275,2008-02-21 16:54:03,212,30.8288382763
1819,1500,50,626,21,2007-08-22 16:46:24,7,30.0972508285
2036,1500,631,437,273,2006-10-30 23:11:17,48,26.8575235649
2126,1500,153,393,52,2008-02-06 13:00:22,14,29.397243839
2276,1500,602,784,411,2008-01-11 21:41:42,52,29.9279120846
2281,1500,268,748,175,2009-04-14 00:28:37,132,32.4149873167
2302,1500,169,486,93,2007-12-12 20:19:43,90,31.7540562591
2923,1500,20,588,7,2007-12-17 01:18:26,2,29.8919541876
3019,1500,165,1077,132,2008-09-03 16:13:44,97,32.3040012841
3289,1500,855,786,483,2007-12-18 06:57:42,418,29.7274603153
3450,1500,147,577,71,2009-03-24 10:05:16,29,29.6915688186
3525,1500,104,506,51,2008-04-08 00:36:29,12,29.4137415582
3598,1500,99,464,58,2008-01-03 17:49:08,47,30.7859497375
3674,1500,65,390,30,2008-07-30 02:40:52,30,29.5834025882
3753,1500,47,572,24,2008-03-19 20:59:35,16,30.8630459466
3791,1500,1388,1097,1058,2007-07-07 18:21:49,446,31.3344538398
3904,1500,1427,1201,1185,2007-01-28 06:27:27,307,35.9165770278
3950,1500,1108,1137,842,2007-07-30 20:20:06,446,35.1616712326
4176,1500,185,488,96,2008-04-09 19:47:30,73,30.0377482183
4381,1500,740,624,385,2007-09-08 12:38:10,148,30.0112706961
4766,1500,15,499,4,2008-05-12 18:31:12,1,30.5655307247
4857,1500,326,785,200,2007-12-11 15:37:10,100,34.4814899986
4985,1500,1118,923,833,2007-01-18 03:21:13,148,35.4518618722
5001,1500,383,497,248,2007-01-03 22:30:00,211,29.8313534065
5163,1500,866,565,377,2007-07-11 15:48:39,22,29.4510907917
5183,1500,520,617,347,2009-04-13 02:18:16,221,30.5570227574
5360,1500,967,815,658,2007-08-15 01:11:29,225,33.9016150047
5422,1500,51,506,27,2007-04-15 14:59:01,30,30.6973248288
5668,1500,107,464,58,2008-11-12 04:09:25,79,30.2689450296
5696,1500,203,351,63,2008-10-01 23:35:49,48,30.2662476461
5743,1500,620,665,396,2007-04-28 14:44:54,171,29.6411650558
5822,1500,10,468,4,2008-08-03 03:25:51,1,29.6607161131
6145,1500,450,740,353,2007-01-04 03:26:44,111,31.8236572657
6153,1500,940,681,520,2008-04-30 08:15:54,375,29.1460310449
6463,1500,69,459,38,2008-12-30 18:02:35,7,28.95261573
6480,1500,154,445,54,2007-08-21 23:35:38,36,29.2295262934
6584,1500,125,416,53,2009-01-22 22:57:36,46,29.1943104296
6607,1500,56,524,27,2008-12-05 16:23:18,29,30.3701405721
6640,1500,55,416,27,2008-06-11 06:20:43,13,32.5582974809
6692,1500,51,734,27,2008-01-08 17:48:38,4,31.1710970435
6788,1500,584,507,285,2007-05-15 09:53:47,59,28.0590850269
7015,1500,478,644,265,2008-06-05 03:57:54,219,31.3921597795
7285,1500,320,595,132,2008-09-09 19:37:57,168,31.3607283007
7902,1500,11,522,1,2007-09-12 20:06:00,2,31.7832562165
8211,1500,67,490,32,2008-09-30 13:01:03,33,30.486980379
8215,1500,192,561,90,2007-07-03 11:34:24,73,31.6036971621
8395,1500,1089,841,701,2007-03-07 01:15:50,146,32.2117174706
9054,1500,23,416,5,2007-09-19 15:07:46,5,31.489103178
9175,1500,1014,968,766,2007-09-15 08:45:04,533,33.4888760493
9563,1500,47,500,30,2007-12-28 17:35:57,33,29.4336797373
10083,1500,112,542,60,2009-05-05 22:00:03,21,31.5907044085
10277,1500,1171,996,874,2008-02-04 02:59:29,544,32.5938619462
10539,1500,86,430,44,2007-06-08 06:52:14,29,31.887366004
10752,1500,46,535,18,2008-12-20 23:01:12,2,30.7489963096
10807,1500,464,560,215,2008-10-12 03:25:02,167,21.320148826
10893,1500,1296,1008,958,2007-07-24 06:25:21,603,31.4669556188
11107,1500,576,569,325,2008-04-01 00:13:02,393,29.5210062903
11321,1500,513,604,306,2007-05-30 22:05:28,42,30.2969479952
11544,1500,109,677,48,2008-06-23 20:45:18,69,31.9884373735
11592,1500,135,525,40,2008-01-21 18:53:06,42,26.0539045821
12027,1500,458,374,170,2008-10-16 23:13:00,249,29.1489732735
12059,1500,1035,897,783,2006-12-28 04:13:40,513,30.8684352332
12275,1500,243,677,129,2007-10-31 00:08:59,131,32.4456213821
12400,1500,266,464,151,2007-09-15 15:28:30,46,31.5572453641
12637,1500,250,747,125,2008-10-07 22:23:13,127,33.3566095048
13073,1500,33,617,18,2008-06-24 16:41:50,26,32.002033151
13240,1500,113,509,68,2008-02-23 00:30:01,79,29.8828523606
13271,1500,302,604,212,2008-01-20 03:53:34,153,30.271141443
13278,1500,1072,934,774,2007-07-06 01:38:17,398,31.8077011904
13334,1500,1071,916,793,2008-02-24 02:08:00,444,30.9984551056
13404,1500,71,673,18,2008-04-10 21:17:51,2,29.9910593792
13464,1500,1276,846,806,2008-11-07 01:18:55,895,30.0567650409
13475,1500,37,358,9,2008-01-16 13:24:10,2,28.0811266944
13562,1500,7,345,2,2009-06-15 16:03:35,3,32.2173280099
13679,1500,110,471,52,2008-02-04 16:41:26,70,28.7861456961
13801,1500,287,634,158,2009-06-21 11:19:37,148,30.9617158121
13868,1500,266,688,196,2008-04-07 00:27:19,235,31.2893580528
13956,1500,293,665,189,2007-12-13 18:35:59,66,31.4081163068
14165,1500,1281,781,708,2009-03-04 15:25:42,685,30.690278829
14173,1500,76,329,34,2008-09-12 12:25:03,9,28.7274446222
14184,1500,100,468,58,2008-04-28 14:56:42,84,29.7233669197
14379,1500,571,679,273,2008-07-29 14:39:04,544,29.4354685451
14380,1500,645,554,319,2008-05-12 08:30:55,352,29.5170517583
14677,1500,32,502,12,2008-06-21 08:47:38,6,31.7149082993
14768,1500,2,551,0,2008-01-05 15:40:51,1,29.4270987267
14934,1500,1263,1075,990,2007-04-15 15:54:19,463,32.6008824203
14964,1500,1035,868,726,2008-11-27 12:00:32,127,28.3917253726
15295,1500,355,399,116,2008-01-09 07:26:03,12,27.1376921551
15420,1500,2,807,1,2008-01-12 05:34:30,1,29.377979693
15522,1500,276,718,166,2008-03-06 21:39:58,134,33.4474633825
15554,1500,229,508,91,2008-07-28 12:48:14,4,28.329341873
15602,1500,331,397,110,2008-01-17 01:58:55,26,31.0933136751
15631,1500,65,683,31,2008-09-29 14:14:38,58,30.6065242459
15777,1500,724,774,440,2008-12-01 14:48:37,716,30.2784215077
15819,1500,38,561,16,2007-11-24 00:26:11,4,31.5606199284
15865,1500,295,426,159,2008-03-13 03:28:06,20,29.8165890944
16183,1500,322,433,163,2007-10-01 16:01:26,141,29.4658853279
16517,1500,617,650,340,2008-02-29 06:05:22,104,29.6359390156
16558,1500,257,447,71,2009-03-01 06:52:17,4,28.292226793
16627,1500,63,547,31,2008-08-15 21:40:23,45,31.1230106097
16644,1500,4,480,3,2008-07-30 00:37:31,1,30.2747509978
16805,1500,180,582,100,2008-08-08 03:59:10,15,30.6323071853
16867,1500,54,641,16,2008-03-22 22:43:16,7,29.6471367436
17043,1500,225,498,87,2008-03-13 17:54:46,16,28.4996538198
17463,1500,90,558,49,2007-12-16 12:57:02,48,32.1772805819
18203,1500,125,469,84,2008-02-27 11:55:37,58,30.6633902599
18334,1500,35,455,19,2007-12-12 13:48:23,6,31.9457048382
18429,1500,194,696,108,2008-07-24 00:29:48,41,30.0440129475
18458,1500,99,423,43,2009-04-21 15:10:55,32,29.1838043845
18795,1500,257,822,155,2007-11-25 08:04:53,19,29.4906560759
18917,1500,126,408,58,2008-01-29 02:15:45,30,29.350147798
19155,1500,853,808,621,2007-05-07 11:10:52,193,31.3439766109
19318,1500,1021,805,629,2009-06-16 15:27:36,976,32.0130295477
19730,1500,435,605,250,2007-12-01 17:32:11,90,28.055450724
19730,1500,435,605,250,2007-12-01 17:32:11,90,27.8821031291
19791,1500,53,248,20,2009-05-21 21:30:05,2,28.6676861673
19963,1500,72,455,43,2009-06-08 05:29:48,40,31.2004779973
20059,1500,97,266,32,2009-04-08 02:15:20,8,27.7031128309
20493,1500,1422,1115,1091,2008-09-12 23:28:01,339,33.1291338401
20796,1500,272,523,141,2008-11-11 20:33:49,57,29.9365069307
20928,1500,143,534,67,2009-02-09 23:23:32,57,28.9416898101
21076,1500,1087,950,808,2007-06-12 16:59:40,349,33.1528230472
21384,1500,90,505,45,2009-05-05 22:03:03,10,31.6542083184
21430,1500,185,410,61,2008-12-18 02:23:48,17,33.300144758
21468,1500,11,302,2,2008-08-12 21:44:37,1,30.3214050652
21915,1500,31,579,15,2007-09-21 15:54:49,9,29.7655794237
22296,1500,135,398,50,2007-06-23 13:42:22,43,28.1493715657
22523,1500,721,650,418,2009-07-09 07:42:53,351,32.814856575
22571,1500,404,750,283,2007-10-03 02:17:33,45,32.4159001333
22869,1500,148,555,74,2007-12-06 12:57:11,54,31.2707096444
22903,1500,155,779,90,2008-01-02 20:39:49,16,30.5803512243
22937,1500,5,267,1,2008-07-01 22:12:47,1,28.5845794397
23116,1500,539,724,312,2007-12-14 13:43:00,144,30.8782721953
23544,1500,18,873,7,2008-05-05 01:45:00,7,32.2795104412
23779,1500,63,439,34,2007-12-26 01:01:34,57,30.1499754852
23845,1500,216,584,88,2008-03-19 17:36:32,8,30.059554384
23907,1500,1200,761,670,2008-04-11 16:19:42,674,29.4254501528
24077,1500,25,513,9,2009-05-20 09:29:11,9,30.4165313294
24094,1500,27,822,12,2008-08-04 17:49:28,18,29.9589850952
24132,1500,42,580,20,2007-08-11 22:11:09,12,31.4215079
24194,1500,1,307,0,2008-04-21 15:49:57,1,28.2136590692
24299,1500,920,1042,785,2009-04-29 23:00:18,306,33.4081982164
24381,1500,834,734,531,2009-01-01 14:35:50,170,32.9223174444
24389,1500,147,564,68,2009-04-16 09:00:16,6,29.3840414307
24541,1500,1365,1016,953,2008-03-31 01:39:31,329,31.5402933475
24840,1500,102,714,55,2007-08-27 21:03:52,25,30.6463882662
25140,1500,31,470,14,2008-06-11 19:50:29,3,30.0369242049
25205,1500,116,611,60,2008-03-06 08:05:21,51,31.3878188118
25676,1500,785,928,553,2007-08-13 23:51:57,180,32.9757684192
25697,1500,128,368,54,2008-12-13 18:43:37,20,30.8630718205
25756,1500,90,699,39,2008-03-06 17:24:18,62,30.032253718
25829,1500,14,448,6,2008-06-30 17:06:16,1,29.6503785991
25882,1500,703,842,400,2009-07-09 07:42:52,351,32.198631427
25901,1500,743,834,473,2008-06-12 17:23:02,455,31.0174271799
25902,1500,216,609,129,2008-11-23 02:24:55,66,30.0285440721
26130,1500,559,626,409,2008-02-24 15:50:45,143,33.0471914244
26219,1500,369,257,97,2009-05-18 05:30:28,4,29.6262049579
26259,1500,1,817,0,2008-09-19 23:14:00,1,30.8909866673
26473,1500,52,544,23,2008-07-06 18:47:05,2,29.7759665543
26481,1500,405,546,261,2008-10-24 23:52:15,178,29.3059492042
26597,1500,187,680,116,2008-11-02 01:36:14,7,30.1304789838
26637,1500,971,725,614,2007-08-02 11:24:29,62,29.6086849628
27648,1500,1338,1046,993,2008-09-21 13:15:07,339,32.8705822529
27848,1500,30,612,11,2008-04-06 16:06:40,12,30.270078878
28130,1500,81,345,27,2007-11-11 18:40:51,17,32.9303122601
28147,1500,98,648,40,2007-12-18 21:59:52,31,32.9559200468
28153,1500,5,442,0,2008-04-11 02:24:08,1,29.1514213366
28298,1500,220,721,167,2008-03-29 01:56:01,179,30.457147887
28508,1500,16,307,4,2009-05-16 22:01:49,2,29.3948734025
28666,1500,3,465,2,2009-02-14 22:21:35,1,29.3731227461
28697,1500,843,872,574,2008-01-24 04:32:11,454,31.2354690441
28848,1500,270,447,147,2007-12-05 20:55:42,17,29.1123926371
28985,1500,201,553,94,2009-01-22 08:23:22,87,29.6875241157
29217,1500,913,941,691,2007-05-06 11:32:30,214,29.4243516158
29494,1500,104,536,37,2007-11-15 02:57:08,15,28.8057367817
29621,1500,860,971,613,2007-12-16 21:26:49,390,33.6937884279
29713,1500,111,674,51,2007-12-03 03:56:37,34,30.874853707
29834,1500,9,605,1,2007-07-03 23:27:20,1,32.7248920613
29856,1500,86,591,49,2008-02-26 07:21:59,34,30.6126541924
29856,1500,86,591,49,2008-02-26 07:21:59,34,30.5160475662
29899,1500,715,717,435,2009-03-12 20:28:41,57,28.9504803395
30088,1500,269,575,137,2008-05-24 07:24:05,44,30.4662337449
30155,1500,13,382,5,2009-06-01 17:11:16,1,29.1670401281
30719,1500,37,439,15,2009-04-23 03:41:06,2,29.6303886835
30729,1500,37,553,8,2008-09-29 23:12:02,17,31.0445953733
30753,1500,273,722,128,2009-05-02 06:26:09,137,30.4372164305
31070,1500,199,653,92,2007-10-25 10:14:39,12,30.8887311043
31096,1500,76,643,45,2008-10-06 20:00:40,42,30.0449696985
31181,1500,1018,750,605,2008-06-08 22:00:09,99,29.9358806078
31411,1500,198,682,102,2008-12-07 22:25:41,9,31.4725909636
31411,1500,198,682,102,2008-12-07 22:25:41,9,31.3960396941
31662,1500,621,716,428,2008-01-18 18:49:58,377,28.9885905611
31879,1500,107,646,36,2008-03-01 07:15:13,16,28.4366302335
32020,1500,931,743,579,2008-03-28 09:36:22,900,29.7312828474
32178,1500,604,786,389,2008-01-29 18:47:54,26,30.0749143542
32203,1500,1050,888,767,2008-12-14 18:09:56,56,30.0183925016
32212,1500,163,425,71,2008-11-10 16:58:28,16,29.11938524
32214,1500,123,404,44,2007-11-20 13:05:22,46,30.9686584614
32373,1500,938,646,508,2008-10-05 03:24:54,134,29.9925783472
32497,1500,224,406,99,2008-09-04 16:09:23,6,29.938401542
32682,1500,202,770,105,2008-03-23 15:25:31,15,31.8059405407
32694,1500,240,452,110,2008-07-30 19:25:02,187,28.8105472319
32710,1500,31,380,11,2009-04-05 21:42:56,2,28.7497256934
32870,1500,400,579,245,2007-08-30 15:45:53,43,32.1881239256
33026,1500,210,702,102,2008-04-16 17:01:01,12,29.9827239519
33409,1500,94,584,41,2007-11-20 21:48:17,27,30.6759877464
33485,1500,559,532,259,2009-06-13 18:13:28,324,30.2971497635
33496,1500,33,944,19,2007-08-28 19:06:15,10,32.0839506711
33505,1500,348,553,174,2008-08-26 11:22:04,206,31.3678747084
33612,1500,344,633,157,2008-12-04 19:11:47,229,29.4254933573
33808,1500,115,474,46,2008-06-14 16:45:20,3,28.4039566649
34055,1500,173,624,84,2009-04-10 16:50:49,55,28.5563355983
34055,1500,173,624,84,2009-04-10 16:50:49,55,28.5708861734
34111,1500,852,784,522,2007-12-10 20:11:27,728,31.320624585
34282,1500,281,596,113,2008-05-20 03:48:26,36,28.6272692676
34907,1500,22,429,3,2009-02-09 13:06:00,2,28.1128354483
35084,1500,350,479,212,2009-03-18 20:56:18,60,29.921577252
35468,1500,172,500,51,2008-05-14 04:22:39,18,28.6666597833
35511,1500,457,589,239,2007-09-02 12:12:34,92,33.232555155
35623,1500,382,768,224,2008-08-10 02:54:10,41,30.0241434245
35626,1500,669,528,300,2008-10-08 02:56:00,20,31.1693009992
35662,1500,172,488,92,2008-03-10 15:40:38,90,27.6279163042
35780,1500,119,1247,86,2008-06-20 14:27:38,68,35.0368425166
35808,1500,412,518,216,2007-07-14 14:59:06,58,30.8988111946
36100,1500,1067,866,690,2009-06-12 05:39:43,241,31.903394011
36403,1500,69,675,32,2009-02-14 21:10:04,11,28.758658762
36468,1500,1150,928,809,2007-12-18 17:49:58,123,32.6137916973
36555,1500,227,502,76,2009-03-27 22:46:52,187,27.7803411556
36777,1500,238,274,47,2008-08-13 20:42:30,16,28.7687961489
37034,1500,9,430,4,2007-09-22 04:28:59,5,31.6764484319
37070,1500,260,517,171,2008-09-12 20:17:58,44,30.7554420165
37132,1500,74,836,46,2008-12-02 14:35:04,20,30.3983779156
37283,1500,1,200,0,2009-03-23 17:55:15,1,28.5634928487
37412,1500,240,533,108,2007-12-17 21:56:51,21,31.8953318086
37442,1500,77,432,38,2009-02-20 15:18:50,17,29.8562054668
37458,1500,120,688,58,2007-11-09 08:22:33,68,30.951004115
37514,1500,1273,799,754,2008-11-21 01:26:58,921,30.3504697951
37633,1500,26,870,14,2009-04-06 17:41:26,15,31.252344057
37734,1500,731,923,553,2008-01-06 23:45:39,218,30.4014112854
37889,1500,117,469,41,2009-01-09 17:24:10,22,29.8777436583
38096,1500,360,400,121,2008-10-06 18:25:57,4,28.5505816261
38104,1500,244,545,113,2008-05-07 03:11:38,18,32.059599369
38256,1500,209,328,59,2008-01-04 00:52:44,18,29.2002058678
38533,1500,1018,784,634,2007-10-26 18:25:39,65,31.5689015261
38560,1500,121,656,67,2008-04-14 17:17:05,116,29.4329965103
38560,1500,121,656,67,2008-04-14 17:17:05,116,29.3428426113
38744,1500,36,821,23,2009-03-06 01:50:46,11,30.3473302583
38968,1500,54,660,25,2008-06-04 03:28:36,31,30.7176166036
39030,1500,29,809,18,2009-02-09 06:25:19,7,33.6019455657
39039,1500,396,571,215,2007-12-26 03:33:26,40,30.0724216357
39050,1500,435,660,267,2009-01-28 02:43:03,13,29.7385920338
39092,1500,5,893,1,2007-10-07 01:44:45,1,33.821740602
39446,1500,647,798,476,2008-01-17 17:44:39,250,32.3222072711
39472,1500,211,945,131,2008-06-03 02:48:45,161,30.9129342165
39552,1500,63,337,25,2008-04-19 01:24:43,6,28.6327178192
39610,1500,73,516,34,2009-06-10 08:55:16,7,29.8864116978
39622,1500,27,323,4,2008-02-26 03:57:19,2,23.8929015176
39665,1500,822,749,540,2007-09-23 17:14:57,327,33.4763700385
39939,1500,194,560,107,2008-09-07 11:16:34,40,28.5984531427
39968,1500,374,809,249,2009-06-06 14:14:09,177,33.1026772723
40007,1500,341,640,249,2009-01-13 17:23:21,271,31.8010557726
40042,1500,76,622,45,2008-02-19 20:05:25,3,30.2893375584
40267,1500,228,552,110,2008-11-20 03:30:16,81,30.9878137469
40328,1500,10,790,2,2008-01-12 07:28:10,1,32.1194955145
40385,1500,10,468,4,2008-03-28 20:20:12,3,30.9773096268
40721,1500,131,437,59,2008-11-19 17:27:00,79,28.923506991
40753,1500,804,735,498,2008-06-26 19:42:20,63,30.5909687852
40754,1500,8,361,2,2008-01-18 14:34:11,4,29.2777423247
40910,1500,499,838,352,2009-06-23 14:12:52,337,31.012925514
40923,1500,754,559,420,2008-02-20 04:43:24,50,28.5105735196
41209,1500,10,741,2,2007-11-20 12:58:42,4,31.4450881945
41309,1500,593,547,338,2009-02-26 02:13:32,390,35.5130305583
41365,1500,1162,926,776,2008-09-02 12:21:01,241,33.436767291
41389,1500,976,933,689,2008-05-13 01:57:52,178,32.2735954095
41443,1500,1,687,0,2009-01-30 15:04:46,1,30.253660205
41647,1500,101,691,38,2008-03-19 15:22:52,5,30.8424824116
41677,1500,42,490,17,2008-03-01 00:11:03,7,29.4679459152
41861,1500,10,936,5,2008-09-13 01:27:55,2,32.0881369287
41957,1500,177,720,71,2008-01-02 06:32:46,5,30.9824400255
42305,1500,264,522,125,2008-09-22 15:17:36,50,28.4955290944
42317,1500,1,664,0,2008-08-07 19:05:54,1,27.5755469837
42408,1500,235,743,112,2008-03-15 17:18:35,32,31.8322889531
42575,1500,270,772,152,2008-07-15 18:24:59,155,32.2076755624
42579,1500,181,755,134,2008-07-13 14:41:48,170,30.3387711538
42617,1500,842,850,581,2009-03-11 04:03:36,298,31.6660081808
42690,1500,79,581,32,2008-08-22 08:02:28,13,31.1572946522
42857,1500,34,572,12,2007-09-04 03:35:29,4,31.3289542342
43034,1500,9,563,1,2008-01-15 22:14:54,1,30.0016427622
43058,1500,62,577,23,2009-04-28 06:56:14,2,30.2729869288
43318,1500,219,540,87,2008-03-14 14:36:30,12,28.8394546086
43335,1500,15,591,5,2008-09-02 14:54:23,3,30.3021111774
43638,1500,630,805,447,2009-05-01 13:37:16,167,32.3423216538
43677,1500,371,551,221,2008-07-16 14:28:14,94,30.0222240866
43851,1500,53,521,24,2008-07-11 03:32:52,2,29.1735661514
43874,1500,1168,864,762,2008-08-03 03:56:05,600,32.3333830615
43877,1500,625,592,336,2008-02-22 09:26:25,387,30.9697236993
43946,1500,22,286,1,2008-05-07 20:23:24,1,29.8658225324
44018,1500,312,502,120,2008-04-07 16:17:59,6,28.7919824652
44088,1500,264,366,112,2007-12-27 22:46:03,72,30.128886915
44284,1500,753,716,442,2009-03-30 07:18:19,101,30.9781269414
44295,1500,7,578,2,2008-04-10 21:14:37,2,27.1997805865
44318,1500,104,317,40,2008-06-12 00:13:19,4,28.2118802547
44444,1500,351,473,166,2009-03-18 07:53:08,114,30.6776946418
44462,1500,179,347,74,2008-08-17 22:05:57,15,29.2468351645
44474,1500,1039,872,714,2008-11-12 08:48:45,57,32.0338430971
44499,1500,204,373,77,2008-08-12 18:43:56,3,28.1365539367
44545,1500,102,1266,70,2009-04-13 14:44:08,13,29.8321993991
44555,1500,186,481,83,2009-03-20 14:52:12,21,29.7549606749
44631,1500,604,435,297,2008-02-25 15:16:16,40,28.4425079276
44771,1500,92,340,36,2009-01-05 16:55:22,6,32.3199818421
44806,1500,25,710,16,2009-01-09 00:01:08,7,31.1228749263
44835,1500,792,845,536,2009-04-19 20:10:19,163,30.6669426207
44904,1500,4,360,1,2007-12-29 12:23:21,1,31.0236978809
44963,1500,101,706,71,2008-01-11 17:53:17,63,31.4221566738
45014,1500,276,572,116,2009-01-28 01:57:33,72,30.102300224
45024,1500,75,749,30,2008-07-18 13:29:18,3,30.0343531654
45061,1500,241,621,139,2009-02-21 20:22:30,199,31.6286300378
45070,1500,584,783,370,2008-01-14 15:59:56,140,31.7746485989
45130,1500,42,590,11,2008-02-16 19:18:07,7,30.9614417751
45215,1500,115,529,54,2008-04-30 17:34:44,4,29.4819524775
45272,1500,127,575,48,2007-10-28 13:35:07,3,30.6713613844
45395,1500,624,539,330,2007-05-24 03:12:01,246,30.0164798968
45414,1500,54,788,33,2008-12-12 01:43:13,5,32.6020130334
45829,1500,408,539,145,2008-01-19 17:31:35,11,29.758003601
46002,1500,48,327,7,2007-06-15 16:10:28,4,27.5685408411
46083,1500,46,435,15,2008-04-02 11:17:14,38,30.5126883072
46292,1500,134,672,64,2009-03-03 11:40:45,30,30.237729535
46503,1500,119,866,63,2008-04-10 23:51:39,62,33.5371758235
46557,1500,1281,1182,1038,2008-01-18 21:29:17,432,37.9115508572
46574,1500,181,487,69,2007-12-05 21:53:35,37,30.5463715366
46713,1500,4,876,1,2008-08-20 21:49:42,2,33.1024831413
46781,1500,11,278,4,2008-11-20 11:36:00,5,28.8938988297
47054,1500,47,757,28,2009-06-22 22:39:48,31,29.597545722
47206,1500,118,634,61,2009-04-29 01:07:14,19,29.8440629196
47217,1500,473,651,313,2008-06-14 15:46:07,144,24.3688072044
47278,1500,176,1103,124,2007-12-29 23:46:58,87,34.9133955278
47431,1500,691,852,390,2008-11-08 02:18:59,688,30.9552683294
47476,1500,139,663,85,2008-03-31 23:00:42,59,32.5634061305
47925,1500,1,741,0,2007-12-24 12:32:35,1,30.0965606985
47932,1500,12,875,7,2008-08-05 18:24:28,8,33.1405724637
48147,1500,1203,989,920,2007-07-27 17:46:01,156,31.4043433005
48388,1500,311,443,122,2007-12-05 03:25:02,243,28.9327466322
48551,1500,19,683,6,2008-08-30 18:00:01,1,28.3218664358
48744,1500,1033,562,455,2009-06-17 18:56:13,215,29.399755099
48906,1500,14,345,8,2008-03-28 23:47:33,6,30.1735130185
48946,1500,1355,952,902,2008-01-14 15:53:14,522,29.4570332596
48950,1500,213,480,88,2008-05-26 03:49:27,22,30.3440610535
49223,1500,729,764,428,2007-07-30 17:40:23,339,30.9211656027
49296,1500,774,812,511,2008-07-29 17:18:05,112,32.2417641696
49321,1500,325,583,178,2009-05-08 03:56:20,140,32.1560948972
49333,1500,27,791,15,2008-04-14 19:59:33,26,30.3477676766
49417,1500,398,599,124,2008-05-25 00:37:48,46,27.5553239756
49565,1500,1240,881,779,2008-06-11 12:07:27,517,31.4293781364
49622,1500,317,648,162,2008-01-21 03:30:17,169,30.8048685966
49770,1500,27,649,13,2008-03-03 21:21:59,10,30.4193652074
49811,1500,200,496,115,2007-12-28 03:59:07,58,31.8162000674
50173,1500,326,798,219,2008-01-23 01:00:21,321,31.5537713096
50253,1500,1080,930,794,2009-04-13 22:24:20,913,31.1788593537
50308,1500,29,639,16,2009-01-16 20:43:15,11,30.2822280163
50603,1500,314,625,186,2009-04-07 21:32:07,37,31.7898630979
50617,1500,470,622,254,2008-08-31 20:05:13,340,31.4319704288
50657,1500,9,794,4,2009-02-07 19:51:43,7,32.3821858807
50833,1500,428,627,202,2009-02-21 17:46:54,106,30.4031093212
50840,1500,76,457,26,2008-11-02 15:46:14,73,29.8056199912
51382,1500,419,852,314,2008-03-25 19:52:41,203,31.0203372487
51387,1500,1023,796,623,2008-12-15 07:24:57,980,30.9564566714
51396,1500,101,844,56,2008-01-09 17:16:56,5,31.1729941558
51422,1500,63,457,33,2007-08-04 23:32:50,4,31.3008321572
51539,1500,68,280,20,2008-06-25 04:12:39,10,28.9531858061
